1174,451
1174,450
1174,449
1175,448
1175,447
1175,446
1175,445
1175,444
1175,443
1176,442
1176,441
1176,440
1176,439
1176,438
1177,437
1177,436
1177,435
1178,434
1177,433
1178,432
1178,431
1178,430
1178,429
1178,428
1178,427
1178,426
1178,425
1179,424
1179,423
1179,422
1179,421
1179,420
1179,419
1180,418
1179,417
1179,416
1179,415
1179,414
1179,413
1179,412
1179,411
1180,410
1179,409
1179,408
1180,407
1180,406
1180,405
1179,404
1179,403
1179,402
1179,401
1179,400
1179,399
1179,398
1179,397
1179,396
1179,395
1179,394
1179,393
1179,392
1179,391
1178,390
1178,389
1178,388
1178,387
1178,386
1178,385
1178,384
1178,383
1177,382
1178,381
1177,380
1177,379
1177,378
1177,377
1177,376
1176,375
1176,374
1176,373
1176,372
1175,371
1175,370
1175,369
1175,368
1175,367
1174,366
1174,365
1174,364
1173,363
1173,362
1173,361
1172,360
1172,359
1172,358
1171,357
1171,356
1171,355
1170,354
1170,353
1170,352
1169,351
1169,350
1168,349
1168,348
1168,347
1167,346
1167,345
1166,344
1166,343
1165,342
1165,341
1164,340
1164,339
1163,338
1163,337
1163,336
1162,335
1161,334
1161,333
1160,332
1160,331
1159,330
1159,329
1158,328
1158,327
1157,326
1156,325
1156,324
1155,323
1154,322
1154,321
1153,320
1152,319
1152,318
1151,317
1150,316
1150,315
1149,314
1149,313
1147,312
1147,311
1146,310
1145,309
1145,308
1144,307
1143,306
1142,305
1141,304
1141,303
1139,302
1139,301
1138,300
1137,299
1136,298
1136,297
1135,296
1134,295
1133,294
1132,293
1131,292
1130,291
1129,290
1128,289
1127,288
1126,287
1125,286
1124,285
1123,284
1122,283
1121,282
1120,281
1119,280
1118,279
1117,278
1116,277
1115,276
1114,275
1112,274
1111,273
1110,272
1109,271
1108,270
1106,269
1105,268
1104,267
1103,266
1101,265
1100,264
1098,263
1097,262
1096,261
1094,260
1092,259
1091,258
1089,257
1087,256
1086,255
1084,254
1082,253
1080,252
1079,251
1076,250
1075,249
1072,248
1071,247
1069,246
1066,245
1064,244
1062,243
1059,242
1057,241
1055,240
1052,239
1049,238
1046,237
1043,236
1040,235
1038,234
1035,233
1032,232
1029,231
1025,230
1023,229
1020,228
1016,227
1014,226
1010,225
1008,224
1005,223
1002,222
999,221
997,220
994,219
989,218
987,217
984,216
981,215
979,214
976,213
973,212
970,211
968,210
965,209
962,208
959,207
956,206
953,205
949,204
946,203
942,202
938,201
933,200
928,199
922,198
915,197
1085,196
1086,195
