1229,348
1229,347
1229,346
1229,345
1229,344
1229,343
1229,342
1228,341
1227,340
1228,339
1228,338
1227,337
1227,336
1227,335
1226,334
1227,333
1226,332
1226,331
1226,330
1226,329
1226,328
1225,327
1225,326
1224,325
1224,324
1224,323
1224,322
1224,321
1223,320
1223,319
1222,318
1222,317
1222,316
1221,315
1221,314
1221,313
1220,312
1220,311
1220,310
1219,309
1219,308
1218,307
1218,306
1217,305
1217,304
1216,303
1216,302
1215,301
1215,300
1215,299
1214,298
1214,297
1213,296
1212,295
1212,294
1212,293
1211,292
1210,291
1210,290
1209,289
1209,288
1208,287
1207,286
1207,285
1206,284
1205,283
1205,282
1204,281
1203,280
1203,279
1202,278
1201,277
1200,276
1200,275
1199,274
1198,273
1197,272
1196,271
1196,270
1195,269
1194,268
1193,267
1192,266
1191,265
1190,264
1189,263
1188,262
1187,261
1186,260
1185,259
1184,258
1183,257
1182,256
1181,255
1180,254
1179,253
1177,252
1176,251
1175,250
1174,249
1172,248
1171,247
1170,246
1168,245
1167,244
1166,243
1164,242
1163,241
1162,240
1160,239
1158,238
1157,237
1155,236
1154,235
1152,234
1150,233
1145,232
1143,231
1141,230
1139,229
1137,228
1135,227
1133,226
1131,225
1128,224
1126,223
1124,222
1121,221
1119,220
1116,219
1113,218
1111,217
1107,216
1105,215
1101,214
1097,213
1093,212
1089,211
1085,210
1079,209
1073,208
1066,207
1056,206
1043,205
1017,204
997,203
986,202
977,201
968,200
957,199
945,198
1086,197
1085,196
1086,195
