945,180
935,181
929,182
924,183
920,184
915,185
912,186
908,187
905,188
902,189
900,190
897,191
894,192
892,193
889,194
887,195
885,196
883,197
881,198
879,199
877,200
875,201
873,202
871,203
870,204
868,205
866,206
865,207
863,208
862,209
861,210
859,211
858,212
856,213
855,214
854,215
852,216
851,217
850,218
848,219
847,220
846,221
845,222
844,223
843,224
841,225
840,226
839,227
838,228
837,229
836,230
835,231
834,232
833,233
832,234
832,235
830,236
830,237
829,238
828,239
827,240
826,241
825,242
824,243
823,244
822,245
821,246
821,247
820,248
819,249
818,250
817,251
817,252
816,253
815,254
815,255
814,256
813,257
812,258
811,259
811,260
810,261
809,262
809,263
808,264
807,265
806,266
806,267
805,268
804,269
804,270
803,271
802,272
802,273
801,274
800,275
800,276
799,277
799,278
798,279
798,280
797,281
796,282
796,283
795,284
795,285
794,286
793,287
793,288
792,289
791,290
791,291
791,292
790,293
790,294
789,295
789,296
788,297
788,298
787,299
787,300
786,301
785,302
785,303
785,304
784,305
784,306
783,307
783,308
782,309
782,310
781,311
781,312
780,313
780,314
779,315
779,316
779,317
778,318
778,319
777,320
777,321
776,322
776,323
776,324
775,325
774,326
774,327
774,328
773,329
773,330
773,331
772,332
772,333
771,334
771,335
770,336
770,337
770,338
769,339
769,340
769,341
768,342
768,343
768,344
767,345
767,346
767,347
766,348
766,349
766,350
765,351
765,352
764,353
764,354
764,355
763,356
763,357
763,358
763,359
762,360
762,361
762,362
761,363
761,364
761,365
760,366
760,367
760,368
759,369
759,370
759,371
758,372
758,373
758,374
758,375
758,376
757,377
757,378
757,379
757,380
756,381
756,382
756,383
755,384
756,385
755,386
755,387
755,388
754,389
754,390
754,391
754,392
754,393
754,394
753,395
753,396
753,397
753,398
753,399
752,400
